"spelling","lexicality","rt","subtlex.frequency","length","POS","bigram.freq"
"besjes","W",682.6756757,8,6,"N",144614
"beslaan","W",631.9117647,17,7,"WW",250368
"beslaat","W",709.862069,28,7,"WW",190875
"beslag","W",554,114,6,"N",124722
"beslist","W",558.7435897,1536,7,"WW",217947
"besloeg","W",693.75,5,7,"WW",148140
"besloot","W",613.8378378,877,7,"WW",164232
"besluit","W",556.4210526,1236,7,"N",160479
"besmet","W",586.1081081,522,6,"WW",150231
"besmeurd","W",684.4594595,45,8,"WW",168289
"bespaard","W",662.2777778,125,8,"WW",205904
"bespaart","W",649.9722222,126,8,"WW",202960
"bespeeld","W",685,33,8,"WW",232274
"bespeurd","W",661.9428571,1,8,"WW",174971
"besprak","W",631.7297297,27,7,"WW",135599
"bespreekt","W",605.0555556,47,9,"WW",234885
"bessen","W",610.8529412,147,6,"N",320242
"best","W",564.5526316,13404,4,"ADJ",163085
"besta","W",699.9444444,174,5,"WW",144636
"bestaan","W",567.4210526,2491,7,"WW",291299
"bestaand","W",619.7631579,23,8,"WW",292511
"bestaat","W",583.8108108,4063,7,"WW",231806
"bestand","W",585.2051282,391,7,"N",255579
"beste","W",557.3714286,13346,5,"ADJ",266578
"besteed","W",649.0810811,298,7,"WW",279010
"besteedt","W",704.6363636,62,8,"WW",285617
"besteeg","W",691.9,10,7,"WW",263895
"bestek","W",591.3783784,89,6,"N",223613
"bestel","W",604.5135135,323,6,"WW",259909
"besteld","W",595.9230769,779,7,"WW",291522
"bestelt","W",629.5714286,114,7,"WW",290732
"bestemd","W",582.8205128,274,7,"WW",240972
"besten","W",762.1428571,282,6,"ADJ",420886
"bestond","W",611.2051282,547,7,"WW",250953
"bestormd","W",654.4615385,19,8,"WW",205529
"bestraald","W",720.1470588,12,9,"WW",261561
"bestreed","W",706.9615385,14,8,"WW",268724
"bestreek","W",764.6153846,1,8,"WW",249101
"bestrijdt","W",689.8648649,53,9,"WW",238066
"bestrijkt","W",733.25,10,9,"WW",249192
"bestrooid","W",664.59375,4,9,"WW",235406
"bestuur","W",552.7297297,545,7,"N",173153
"bestuurd","W",564.2820513,95,8,"WW",200130
"bestwil","W",680.9375,409,7,"N",155415
"betaal","W",614.5277778,2793,6,"WW",140215
"betaald","W",541.2631579,3855,7,"WW",171828
"betaalt","W",574.7567568,2119,7,"WW",171038
"betaamt","W",683.6470588,37,7,"WW",159977
"beten","W",698.0322581,52,5,"N",356248
"beter","W",559.4473684,30199,5,"ADJ",281223
"beton","W",583.1794872,190,5,"N",185103
"betoog","W",622.6285714,40,6,"N",126357
"betoogd","W",681.0909091,1,7,"WW",143792
"betoogt","W",701.2222222,3,7,"WW",147833
"betoond","W",642.3157895,12,7,"N",213160
"betrad","W",710.4666667,29,6,"WW",139618
"betrapt","W",569.1052632,759,7,"WW",148934
"betreft","W",593.9487179,1787,7,"WW",167448
"betrekt","W",648.3939394,53,7,"WW",183610
"betreurd","W",653.1891892,9,8,"WW",195069
"betrof","W",597.7272727,64,6,"WW",111424
"betrok","W",621.7567568,39,6,"WW",113708
"beu","W",585.0277778,630,3,"ADJ",54813
"beugel","W",596.2564103,152,6,"N",177104
"beugels","W",564.4864865,43,7,"N",207678
"beuk","W",612.7297297,85,4,"N",65699
"beuken","W",576.6756757,45,6,"ADJ",307019
"beukte","W",683.5945946,9,6,"WW",204113
"beul","W",615.1351351,197,4,"N",68101
"beulen","W",640.7419355,35,6,"N",311982
"beurs","W",552.2307692,631,5,"N",118702
"beurt","W",547.3076923,1832,5,"N",113561
"beurten","W",611.2105263,51,7,"N",371362
"beurzen","W",613.2702703,37,7,"N",300665
"beval","W",598.7894737,158,5,"WW",86490
"bevalt","W",580.1578947,1918,6,"WW",117313
"bevat","W",559.6315789,426,5,"WW",113443
"beveelt","W",686.6,165,7,"WW",213765
"bevel","W",556.972973,2845,5,"N",147168
"beven","W",590.5789474,154,5,"WW",308145
"bevend","W",656.8888889,10,6,"WW",309357
"bever","W",567.9428571,128,5,"N",233120
"bevers","W",643.9459459,48,6,"N",262294
"beviel","W",617.2894737,225,6,"WW",155330
"bevindt","W",661.1621622,550,7,"WW",186908
"beving","W",686.7407407,67,6,"N",145502
"bevoegd","W",643.9473684,147,7,"ADJ",136225
"bevolkt","W",564.5897436,26,7,"WW",122364
"bevond","W",613.5405405,130,6,"WW",173718
"bevreemd","W",656.7222222,1,8,"ADJ",181363
"bevreesd","W",646.1578947,37,8,"ADJ",197399
"bevriend","W",633.8648649,687,8,"ADJ",344581
"bevrijd","W",620.8108108,647,7,"WW",146362
"bevrijdt","W",690.7777778,118,8,"WW",152969
"bevroor","W",664.1388889,39,7,"WW",157618
"bevuild","W",669.4871795,18,7,"WW",126311
"bewaakt","W",576.9736842,506,7,"WW",147773
"bewaar","W",646.1875,830,6,"WW",144426
"bewaard","W",565.6944444,550,7,"WW",171403
"bewaart","W",710.8571429,273,7,"WW",168459
"beweeg","W",611.8461538,749,6,"WW",128321
"beweegt","W",576.3684211,1048,7,"WW",149797
"beweer","W",613.4482759,115,6,"WW",246061
"beweerd","W",597.2058824,94,7,"WW",273038
"beweert","W",606.0810811,591,7,"WW",270094
"bewees","W",652.3428571,101,6,"WW",159073
"bewerkt","W",568.3157895,199,7,"WW",235552
"bewijs","W",520.2894737,4457,6,"N",119107
"bewijst","W",635.2105263,701,7,"WW",176807
"bewind","W",588.8148148,67,6,"N",177040
"bewoog","W",624.0769231,314,6,"WW",100353
"bewoond","W",579.4615385,60,7,"WW",187156
"bewust","W",549.7692308,728,6,"ADJ",144734
"bezaaid","W",650.0833333,44,7,"WW",135150
"bezag","W",646.5416667,1,5,"WW",78037
"bezat","W",637.2307692,200,5,"WW",107258
"bezeerd","W",653.8857143,212,7,"WW",271144
"bezem","W",601.8947368,166,5,"N",76754
"bezems","W",597,21,6,"N",107554
"bezet","W",526.6315789,757,5,"WW",114467
"bezield","W",655.3589744,25,7,"WW",183630
"bezielt","W",667.7567568,260,7,"WW",182840
"bezien","W",615.7222222,71,6,"WW",312994
"beziet","W",651.4166667,8,6,"WW",144043
"bezig","W",535.2222222,8589,5,"ADJ",91787
"bezit","W",579.1794872,1966,5,"N",109272
"bezocht","W",555.8974359,482,7,"WW",145399
"bezoek","W",517.5641026,2790,6,"N",102304
"bezoekt","W",574.9473684,178,7,"WW",137225
"bezorgd","W",554.6923077,2220,7,"ADJ",116136
"bezorgt","W",638.7631579,379,7,"WW",120177
"bezwaar","W",560.8974359,908,7,"N",148420
"bezweek","W",671.3243243,32,7,"WW",127807
"bezweet","W",644.4102564,40,7,"ADJ",156129
"bezwoer","W",733.2608696,14,7,"WW",227117
"bi","W",743.6521739,34,2,"ADJ",31457
"bid","W",574.1944444,851,3,"WW",70836
"bidden","W",552.8461538,1610,6,"WW",338926
"biddend","W",677.0512821,23,7,"WW",340138
"bidt","W",619.7647059,167,4,"WW",77443
"biecht","W",584.1666667,252,6,"N",161294
"biechten","W",669.7222222,233,8,"WW",419095
"biechtstoel","W",764.2285714,34,11,"N",293023
"bied","W",699.8965517,956,4,"WW",109797
"bieden","W",657.1351351,1435,6,"WW",374229
"bieder","W",714.48,91,6,"N",299204
"bieders","W",806.2962963,9,7,"N",328378
"biedt","W",586.75,794,5,"WW",116404
"biefstuk","W",590.2820513,322,8,"N",148514
"bier","W",535.7777778,2333,4,"N",212422
"bieren","W",672.4545455,5,6,"N",455435
"biertje","W",601.7368421,1526,7,"N",286460
"biertjes","W",619.1081081,233,8,"N",278755
"bies","W",670.2857143,5,4,"N",125434
"biesjes","W",834.1666667,1,7,"N",164663
"bieslook","W",704.7419355,9,8,"N",153916
"biet","W",727.2173913,33,4,"N",118496
"bieten","W",729.64,22,6,"N",376297
"biezen","W",747.8095238,41,6,"N",303467
"biggen","W",793.85,8,6,"N",334350
"bijbel","W",598.7297297,1008,6,"N",140564
"bijbels","W",549.9473684,94,7,"ADJ",171138
"bijen","W",619.3611111,287,5,"N",291191
"bijl","W",542.3947368,405,4,"N",68168
"bijlen","W",620.030303,35,6,"N",312049
"bijltje","W",655.6578947,15,7,"N",148996
"bijnaam","W",588.9230769,358,7,"N",122539
"bijsmaak","W",716.125,6,8,"N",130795
"bijstaan","W",628.8285714,178,8,"WW",279422
"bijstand","W",625.4324324,142,8,"N",243702
"bijster","W",738.84,62,7,"ADJ",333984
"bijt","W",593.0263158,746,4,"WW",93750
"bijten","W",579.8918919,698,6,"WW",351551
"bijtend","W",613.3783784,18,7,"ADJ",352763
"bijtijds","W",697.6923077,8,8,"ADJ",157557
"bijtje","W",649.3636364,21,6,"N",143755
"bijtjes","W",675.9545455,25,7,"N",136050
"bijval","W",642.4444444,11,6,"N",91640
"bijwoord","W",599.8918919,12,8,"N",165143
"bijzaak","W",639.9459459,40,7,"N",118407
"bijzijn","W",585.8055556,256,7,"N",173803
"bijzin","W",608.875,1,6,"N",185226
"bil","W",559.9210526,190,3,"N",47940
"biljart","W",594.4166667,63,7,"N",114708
"biljarts","W",662.972973,1,8,"N",124009
"biljet","W",656.2424242,96,6,"N",103195
"billen","W",560.5789474,314,6,"N",299876
"billijk","W",778.5925926,24,7,"ADJ",116386
"binden","W",628.7105263,393,6,"WW",415873
"bindend","W",762.25,37,7,"WW",417085
"binding","W",631.025641,35,7,"N",221816
"bindt","W",676.8823529,98,5,"WW",158048
"bips","W",672.28125,39,4,"N",69747
"bis","W",724,16,3,"N",84470
"biscuit","W",700.1621622,22,7,"N",150965
"biscuits","W",633.3157895,14,8,"N",160266
"bisdom","W",686.8064516,36,6,"N",79659
"bisschop","W",621.7179487,432,8,"N",153389
"bits","W",635.0588235,36,4,"ADJ",93026
"bitse","W",739.7647059,3,5,"ADJ",144942
"bitter","W",572.2368421,189,6,"ADJ",274436
"bizar","W",581.7941176,371,5,"ADJ",85137
"bizon","W",640.4571429,34,5,"N",142066
"bizons","W",661.3714286,28,6,"N",113382
"blaadje","W",599,82,7,"N",175327
"blaadjes","W",599.7948718,113,8,"N",167622
"blaam","W",656.2413793,57,5,"N",102613
"blaar","W",661.0344828,10,5,"N",137362
"blaasje","W",628.5833333,2,7,"N",178788
"blaast","W",660.8787879,262,6,"WW",189554
"blad","W",582.9210526,487,4,"N",88376
"bladen","W",617.9375,131,6,"N",352808
"bladluis","W",726.3333333,5,8,"N",141519
"bladzij","W",569.1153846,36,7,"N",94900
"blaffen","W",600.4615385,158,7,"WW",295375
"blaffend","W",614.6923077,6,8,"WW",296587
"blafte","W",585.3243243,29,6,"WW",206196
"blaften","W",679.3428571,9,7,"WW",360504
"blanco","W",581.8684211,81,6,"ADJ",95947
"blank","W",604.0263158,735,5,"ADJ",101780
"blanke","W",613.3076923,1945,6,"ADJ",188792
"blanken","W",606.0882353,797,7,"ADJ",343100
"blaren","W",619.4358974,91,6,"N",343443
"blaten","W",700.2307692,9,6,"WW",361890
"blauw","W",500.6216216,1439,5,"ADJ",61004
"blauwdruk","W",630.3142857,50,9,"N",89195
"blauwe","W",597.2894737,2134,6,"ADJ",142429
"blazen","W",557.2162162,772,6,"WW",285609
"blazend","W",651.9090909,2,7,"WW",286821
"blazer","W",670,19,6,"N",210584
"blazers","W",649.4722222,14,7,"N",239758
"bleef","W",587.974359,2910,5,"WW",108250
"bleek","W",541.6666667,1057,5,"WW",121166
"bleekheid","W",619.9354839,5,9,"N",188327
"bleke","W",666.6,97,5,"ADJ",172404
"bleken","W",653.03125,91,6,"WW",326712
"bleker","W",778.1333333,11,6,"ADJ",251687
"bleven","W",594.9459459,602,6,"WW",323412
"blies","W",712.3,172,5,"WW",151357
"bliezen","W",727.3913043,40,7,"WW",329390
"blij","W",509.0512821,12126,4,"ADJ",85770
"blijde","W",707.2307692,40,6,"ADJ",226487
"blijdschap","W",651.4722222,138,10,"N",180572
"blije","W",679.7586207,134,5,"ADJ",162806
"blijf","W",552.1282051,24627,5,"WW",91577
"blijft","W",551.2432432,11600,6,"WW",123252
"blijheid","W",582.0512821,23,8,"N",157826
"blijk","W",633.2894737,201,5,"N",99175
"blijkbaar","W",535.972973,2720,9,"ADJ",187763
"blijken","W",627.1714286,282,7,"WW",340495
"blijkt","W",585.8108108,1254,6,"WW",134096
"blijven","W",539.6153846,22633,7,"WW",339218
"blijvend","W",629.4871795,124,8,"WW",340430
"blik","W",563.5384615,1586,4,"N",69905
"blikje","W",593.6842105,162,6,"N",141747
"blikjes","W",580.1052632,101,7,"N",134042
"blikken","W",626.2972973,259,7,"N",318604
"bliksem","W",591.4102564,465,7,"N",99782
"bliksems","W",603.2432432,14,8,"N",130582
"blikte","W",675.3333333,1,6,"WW",208319
"blikveld","W",652.2258065,22,8,"N",187276
"blind","W",552.7894737,1557,5,"ADJ",177364
"blinddoek","W",583.1842105,67,9,"N",209228
"blinde","W",594.8717949,525,6,"ADJ",287488
"blinden","W",586.3888889,99,7,"ADJ",441796
"blindheid","W",616.2702703,67,9,"N",222771
"blinken","W",634.1621622,39,7,"WW",355670
"blinkend","W",604.2307692,14,8,"WW",356882
"blocnote","W",756.3809524,9,8,"N",199735
"blocnotes","W",795.9310345,1,9,"N",192030
"bloed","W",516.2702703,8104,5,"N",113401
"bloedbad","W",586.8378378,294,8,"N",131689
"bloedde","W",623.1052632,143,7,"WW",227183
"bloeddruk","W",613.5,432,9,"N",115829
"bloeden","W",635.7105263,541,7,"WW",377833
"bloedend","W",656.7297297,55,8,"WW",379045
"bloedig","W",564.1176471,20,7,"ADJ",133374
"bloeding","W",630.1388889,139,8,"N",183776
"bloedrood","W",681.3142857,17,9,"ADJ",176345
"bloedworst","W",621.4473684,19,10,"N",225219
"bloei","W",554.2368421,100,5,"N",85863
"bloeide","W",596.6153846,28,7,"WW",235366
"bloeiden","W",690,10,8,"WW",389674
"bloeien","W",594.1282051,107,7,"WW",341853
"bloeiend","W",580.8378378,18,8,"WW",343065
"bloeit","W",605.2162162,73,6,"WW",138131
"bloeitijd","W",660.2857143,2,9,"N",190465
"bloem","W",527.6153846,590,5,"N",84387
"bloemen","W",559.2051282,2020,7,"N",322711
"bloemist","W",600.1944444,80,8,"N",200267
"bloemkool","W",615.4102564,24,9,"N",136364
"bloempje","W",597.2368421,38,8,"N",163751
"bloempjes","W",594.6153846,11,9,"N",156046
"bloempot","W",571.8421053,28,8,"N",134745
"bloes","W",611.5897436,108,5,"N",129038
"bloesem","W",586,29,7,"N",128598
"bloesems","W",611.3333333,19,8,"N",159398
"blok","W",537.9487179,508,4,"N",57168
"blokfluit","W",631.9736842,7,9,"N",133072
"blokje","W",589.6666667,74,6,"N",129010
"blokjes","W",573.4358974,29,7,"N",121305
"blokken","W",584.9428571,272,7,"N",305867
"blokker","W",604.8947368,16,7,"N",230842
"blokkers","W",671.4516129,8,8,"N",260016
"blond","W",532,526,5,"ADJ",153214
"blonde","W",553.8108108,478,6,"ADJ",263338
"blonden","W",645.125,2,7,"N",417646
"blondje","W",529.7368421,200,7,"N",203233
"blondjes","W",585.5263158,45,8,"N",195528
"blonk","W",697,10,5,"WW",90200
"blonken","W",710.6363636,3,7,"WW",331520
"bloosde","W",609.8823529,12,7,"WW",219308
"bloot","W",565.6578947,359,5,"ADJ",114378
"blootje","W",650.4444444,29,7,"N",164383
"blootsvoets","W",736.1875,36,11,"ADJ",190306
"blos","W",643.9333333,14,4,"N",84204
"blosjes","W",661.1785714,3,7,"N",123433
"blote","W",639.030303,422,5,"ADJ",191026
"blouse","W",633.4594595,161,6,"N",142368
"blouses","W",684.1470588,6,7,"N",134663
"blozen","W",574.4324324,83,6,"WW",279348
"blozend","W",632.8157895,5,7,"WW",280560
"blubber","W",715.5517241,24,7,"N",206958
"blues","W",704.0967742,137,5,"N",96358
"bluf","W",646.7567568,143,4,"N",41937
"blunder","W",564.3513514,121,7,"N",307748
"blunders","W",647.4864865,36,8,"N",336922
"blussen","W",605.1621622,110,7,"WW",288118
"blut","W",691.9722222,547,4,"ADJ",75031
"boa","W",748.92,14,3,"N",36407
"boa's","W",733.5666667,3,5,"N",68922
"board","W",728.8421053,29,5,"N",109963
"bobbel","W",684.4242424,42,6,"N",119483
"bobbels","W",693.3666667,8,7,"N",150057
"bochel","W",702.0967742,64,6,"N",154239
"bochels","W",735.9166667,4,7,"N",184813
"bocht","W",548,366,5,"N",125433
"bochten","W",606.2972973,80,7,"N",383234
"bod","W",564.6153846,464,3,"N",67981
"bode","W",639.34375,73,4,"N",178105
"bodem","W",562.2307692,669,5,"N",125749
"bodems","W",616.5526316,1,6,"N",156549
"boden","W",683.6333333,111,5,"WW",332413
"bodes","W",690.1,45,5,"N",170400
"boe","W",609.3666667,146,3,"N",125303
"boeddha's","W",743.0555556,19,9,"N",124566
"boedel","W",667.8333333,10,6,"N",205416
"boedels","W",712.3846154,4,7,"N",235990
"boef","W",602.2857143,271,4,"N",69422
"boeg","W",600.5483871,249,4,"N",86846
"boegbeeld","W",692.4705882,14,9,"N",222307
"boei","W",605.0810811,99,4,"WW",74423
"boeide","W",631.1666667,23,6,"WW",223926
"boeien","W",587.1842105,505,6,"N",330413
"boeiend","W",582.7027027,329,7,"ADJ",331625
"boek","W",524.1351351,6600,4,"N",82338
"boeken","W",548.2307692,2926,6,"N",323658
"boeket","W",606.1714286,90,6,"N",154707
"boekjaar","W",700.64,1,8,"N",163949
"boekje","W",592.4736842,482,6,"N",154180
"boekjes","W",608.1621622,57,7,"N",146475
"boekte","W",647.025641,45,6,"WW",220752
"boekten","W",665.1142857,9,7,"WW",375060
"boekwerk","W",688.52,6,8,"N",228681
"boel","W",558.4210526,2290,4,"N",118634
"boeltje","W",675.3548387,44,7,"N",199462
"boem","W",664.030303,389,4,"N",72947
"boeman","W",684.030303,189,6,"N",192555
"boer","W",564.9736842,646,4,"N",204586
"boeren","W",585.1351351,668,6,"N",447599
"boerin","W",579.2105263,28,6,"N",328247
"boers","W",615.3846154,6,5,"ADJ",233760
"boerse","W",682.2142857,9,6,"ADJ",285676
"boertje","W",662.9655172,35,7,"N",278624
"boertjes","W",665.4857143,8,8,"N",270919
"boete","W",558.6666667,386,5,"N",214153
"boeten","W",579,839,6,"WW",368461
"boetes","W",621.6315789,57,6,"N",206448
"boetiek","W",608.75,33,7,"N",162728
"boetieks","W",693,1,8,"N",193045
"boeven","W",626.7567568,326,6,"N",320358
"boezem","W",579.9736842,116,6,"N",88967
"boezems","W",621.2564103,8,7,"N",119767
"bof","W",643.8787879,174,3,"WW",43444
"boffen","W",604.9375,160,6,"WW",267791
"bogen","W",694.4375,45,5,"N",320859
"bok","W",614.5263158,95,3,"N",45728
"bokaal","W",634,10,6,"N",109135
"bokken","W",631.96875,15,6,"N",294427
"boks","W",776.1,60,4,"N",76045
"boksen","W",587.5641026,504,6,"WW",282269
"bokser","W",633.7948718,282,6,"N",207244
"boksers","W",667.1081081,105,7,"N",236418
"bol","W",556.9444444,429,3,"N",54368
"bolhoed","W",687.6451613,19,7,"N",126677
"bolle","W",670,123,5,"ADJ",151996
"bollen","W",598.2285714,56,6,"N",306304
"bolwerk","W",647.0344828,27,7,"N",197517
"bom","W",543.2894737,2244,3,"N",51186
"bomen","W",568.3333333,1322,5,"N",289510
"bommen","W",680.1944444,807,6,"N",293919
"bon","W",613.1176471,452,3,"N",140562
"bonbon","W",651.4571429,14,6,"N",182957
"bonbons","W",660.0810811,70,7,"N",154273
"bond","W",621.9722222,589,4,"N",141774
"bonden","W",642.7419355,60,6,"N",406206
"bondig","W",615.3421053,31,6,"ADJ",161747
"bonen","W",598.8421053,487,5,"N",304514
"bongo's","W",745.8275862,12,7,"N",130321
"bonjour","W",602.3571429,112,7,"N",107615
"bonk","W",615.6551724,25,4,"N",78760
"bonken","W",641.5,38,6,"WW",320080
"bonkte","W",646.7297297,8,6,"WW",217174
"bonkten","W",719.9393939,3,7,"WW",371482
"bonnen","W",643.4375,94,6,"N",309774
"bons","W",654.0357143,137,4,"N",111878
"bonsde","W",752.5,16,6,"WW",220137
"bont","W",607.1212121,188,4,"ADJ",117496
"bonte","W",750.6666667,26,5,"ADJ",220989
"bonten","W",668.6875,1,6,"ADJ",375297
"bontjas","W",661.3714286,73,7,"N",134830
"bonus","W",582.5135135,320,5,"N",102692
"bonzen","W",615.6666667,45,6,"WW",298263
"bonzend","W",640.1818182,1,7,"WW",299475
"bood","W",638.40625,544,4,"WW",94826
"boodschap","W",566.1621622,2545,9,"N",159035
"boog","W",565.1578947,374,4,"N",81816
"boogje","W",676.516129,3,6,"N",145739
"boom","W",529.4102564,2285,4,"N",78031
"boomgaard","W",617.5789474,57,9,"N",192643
"boomgrens","W",740,9,9,"N",320442
"boompje","W",611.7631579,19,7,"N",157395
"boompjes","W",588.9189189,7,8,"N",149690
"boomstam","W",673.7428571,54,8,"N",159912
"boomstronk","W",718.0294118,32,10,"N",214824
"boon","W",615.2702703,62,4,"N",167407
"boontje","W",658.0810811,73,7,"N",194346
"boontjes","W",637.4444444,47,8,"N",186641
"boor","W",572.6944444,151,4,"N",110097
"boord","W",613.1351351,2617,5,"N",137074
"boorde","W",639.4848485,29,6,"WW",247198
"boorden","W",636.3714286,30,7,"N",401506
"boos","W",544.5263158,4626,4,"ADJ",99609
"boosheid","W",563.0769231,124,8,"N",141667
"boot","W",553.1538462,4195,4,"N",102938
"boothuis","W",661.21875,53,8,"N",152232
"bootje","W",574.2432432,103,6,"N",152943
"bootjes","W",578.6486486,21,7,"N",145238
"bootslui","W",664.4545455,2,8,"N",115065
"bootsman","W",730.8333333,35,8,"N",207320
"bord","W",552.8461538,1194,4,"N",110229
"bordeel","W",630.5789474,264,7,"N",249458
"borden","W",561.5405405,441,6,"N",374661
"border","W",606.4,4,6,"N",299636
"borders","W",660.2666667,6,7,"N",328810
"bordes","W",677.5,4,6,"N",212648
"bordje","W",539.2307692,191,6,"N",160248
"bordjes","W",579.0540541,27,7,"N",152543
"boren","W",615.8235294,235,5,"WW",326265
"borg","W",621.1621622,491,4,"N",78735
"borgen","W",716.5769231,5,6,"WW",344623
"boring","W",612.1666667,3,6,"N",173326
"borrel","W",608.6666667,884,6,"N",168309
"borrels","W",586.0789474,74,7,"N",198883
"borst","W",593.8421053,1165,5,"N",170126
"borstbeen","W",665.8947368,33,9,"N",416780
"borstel","W",579.3589744,92,7,"N",266950
"borstels","W",669.5641026,28,8,"N",297524
"borsten","W",608.8648649,857,7,"N",427927
"borstje","W",674.5675676,1,7,"N",220131
"borstkas","W",642.5526316,111,8,"N",189174
"borstzak","W",669,8,8,"N",158725
"bos","W",570.1315789,2034,3,"N",72764
"bosbes","W",679.2647059,11,6,"N",123396
"bosgrond","W",715.0909091,2,8,"N",180299
"bosje","W",561.7368421,59,5,"N",119698
"bosjes","W",603.9487179,200,6,"N",111993
"bospad","W",675.4444444,8,6,"N",97320
"bosrand","W",704.15625,16,7,"N",178455
"bossen","W",573.7142857,553,6,"N",287621
"bosses","W",NA,1,6,"N",125608
"bot","W",575.3611111,635,3,"N",76093
"boten","W",613.7222222,531,5,"N",333894
"boter","W",559.5,460,5,"N",258869
"botje","W",594,39,5,"N",126098
"botjes","W",669.7368421,31,6,"N",118393
"botsen","W",585.0512821,100,6,"WW",291618
"botsing","W",644.0263158,145,7,"N",144414
"botste","W",609.7567568,76,6,"WW",246587
"botsten","W",743.5172414,28,7,"WW",400895
"botte","W",690.6666667,56,5,"ADJ",187521
"botten","W",591.6216216,823,6,"N",341829
"boudoir","W",760.9642857,17,7,"N",82085
"boudoirs","W",722.5,1,8,"N",111259
"bouillon","W",657.4054054,56,8,"N",201864
"bouquet","W",759.8333333,14,7,"WW",96041
