"sentiment","tweet"
"negative","@SirMikeyB what?! nooo i nver had the chance to talk to hudz!! last time i talked to her april "
"negative","@sharnacious  to brokeness"
"negative","OK, finally threw everything out.  Trying something completely different, just have to learn it from the ground up... "
"negative","Has been white 32GB iPhone 3GS'd. But, the zagg invisibleshield I ordered 2 weeks ago still hasn't arrived, so I'm not using it, yet "
"negative","Keely's wedding...with all my lovies minus one "
"negative","damn... people contain gluten so now i cant be a cannibal "
"negative","it's true!  How sad "
"negative","@JackAllTimeLow AHH i wanna see it so bad  you should come back to sydney and see in imax, its one of the largest screens in the world ;D"
"negative","Eddy called into work.  Baby dedication cancelled.  "
"negative","I hate laying on my bed and forcing myself to sleep for the whole day! I need to recover soon! "
"negative","My little man is sick today, "
"negative","Went to a crazy 7 am yoga class. The old woman next to me (circa age 70) was more flexible than me "
"negative","@HowardSternFan this is the &quot;new&quot; stern show... "
"negative","@loftongal that is so sad. Poor Stacie! "
"negative","@kristenstewart9 Here in Bergen(Norway) we don't have fruit loops  Is it any good?"
"negative","@maxvoltar but doesn't work on 10.4 "
"negative","@KelliKillsBears Give him a celebratory pat on the head for me! I wish I could make it. Alas, I have plans... "
"negative","also misses @rlockaby incredibly. "
"negative","Not much work done today! It's worrying the wall we stall! I might have to work this weekend... again "
"negative","@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . ."
"negative","@andygriffwozere that picture of the sun. It looks prettier that here  I don't know who to vote for..."
"negative","I finished my english lessons "
"negative","@KellyDivine can i call u? "
"negative","@jgurrola EH! Looks OK hahaha kidding! It looks good, make yr background BETTER! Like mine ;) p.s. I CAN'T BELIEVE YR LEAVING ME TOMORROW "
"negative","Probably should spell @avinashkaushik wrong the day he blogs about us   http://bit.ly/1alrGy"
"negative","@DonnieWahlberg you left uk out,after all that time filiming B.O.B here too "
"negative","@JacqueseR Im going to try... my baby is in VA.. "
"negative","is slacking off from running and swimming. Also missed out on morning ride today because of a night of drunken tomfoolery "
"negative","I just freaked because its so sunny-i thought it was like 12 n we miss our bus hahaa "
"negative","@SummerAlyssa why u upset?? i miss you girl! havent seen u in like 3 days but it feels like forever  ahaha im so weird!"
"negative","I miss the Doctor Who regular series. "
"negative","ur right, but u forgot about me?!  got wifed up and turned brand new!! i can dig it! id probably do the same lol@youngives"
"negative","@gretchenmist oh, boo  Well I hope to publish notes from it on the biztips blog the next day, if you're interested!"
"negative","Getting ready to mow the lawn, yay! Not... "
"negative","the only thing i wanna do right now, i cant.... "
"negative","@jovian0401  im following you now! understand this website  although i really do not u"
"negative","Celiac.com Update: Another Intolerance Discovered  http://twurl.nl/6rdl4x"
"negative","receives an unwelcome call  http://ff.im/-4fChn"
"negative","@JohnBarsana yeah, it was like, GREASED back. i was confused. and danrad is pretty ugly  but i love him anyway "
"negative","@GreenEyes1278  I'LL MISS UR TWISTY EYES LOCA............   "
"negative","I went to the DMV today-twice  I threw away my car's registration by mistake and I needed to get a copy for my court date (in the desert!)"
"negative","Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it's repeated? Must investigate!"
"negative","I really want a kitten "
"negative","@TheMrs210 Really... yall need to stop calling him that   I really dont like it  Its funny the first couple of times but after that... :\"
"negative","rain's been pouring since 6pm, it's almost 9 now "
"negative","kickin' it with Filip. Fucking cool guy! He informed me Guns N Bombs was no more. Sad day "
"negative","i tried to seduce @vanillasuicide but she seduced me back ...  i didnt have a comeback!! "
"negative","Due to a technical issue the website is currently offline  It should be back in a few hours"
"negative","@AntonyMarcano I know!!! And I'm still fighting with my internal clock for the last 1.5 hours!!!!    bummer"
"negative","Going to bed. Sad little person "
"negative","Waiting for Sarah to decide whether shes coming up this weekend, so I know whether or not to prepare myself for some nasty verbal abuse "
"negative","@lulumds they both have it really rough right now and can't even be together to deal with it "
"negative","@hangyourcross I should just reply to you on AIM...But I don't think another cat took it's head off.  I'm depressed now."
"negative","@JaneYee Same. I miss my soccer ball. It's in Hamilton "
"negative","@ddlovato hope your voice gets better i really wish i could see your concert this summer "
"negative","I hope Beef is just joking about the swine flu "
"negative","I...won't be able to play the Sims 3 without a laptop upgrade "
"negative","@BlueHavanaII Yeah, I know. I'd like to be able to sneak away, but I can't. "
"negative","Missing my Lucy. I complain about her sleeping in my bed, but when she's not here I have to surround myself w/pillows "
"negative","Is going to miss the fidm girls  congrats everyone!!"
"negative","@MuGzyMcFLy you keep making fun of me "
"negative","beautiful sunday, wish i was spendin it wit Bookey! "
"negative","@rudystar kay thanks I JUST got home...gonna shower then start the projectoo. @KAYLEEVZ I didn't study english  imma fail! ("
"negative","gonna miss my girl sarah  ....but im stoked for gabby's party! woop woop!"
"negative","Nevermind, I take that back.  Just when I started wearing it every day it breaks."
"negative","so fake! "
"negative","Ugh. What? I can't like @Paul_Werewolf , he imprinted Rachel! Shake it off Audrey! "
"negative","Well...i have the worst luck. "
"negative","@HenriMitchelle "
"negative","hoping for rain so practice is cancelled....no luck yet "
"negative","same... evry softball game has been canceled! ugh! i wanna play! "
"negative","@DaleChumbley I can't, Birthday party takes precedence.  would love to join the festivities. I had 2 and stuffed, can't imagine @piechamp"
"negative","@BILLinBCN That's sad, my friend! "
"negative","@therealpickler hey kellie,how are u?I FEEL HORRIBLE! "
"negative","@LcMcLaughlin nooo clue! mine's always been public "
"negative","@chicgeek75 sounds like your move didn't turn out so well. Sorry to hear that  Our move was great but they're rebuilding a house next door"
"negative","@Lauraaaofcourse yeah I think so  I'm so sad"
"negative","@wellerwishes  thks. he is resting, we are off to the vet tomorrow to check his cough. Probably not good news, but I need to know "
"negative","i wish things were the way they were 10 years ago! .. life was easy when u were 12 !   "
"negative","@Tasleema R u serious?? I wish I would've known..I would've been there! I kno its bout 2 b ova...I'm tight! "
"negative","K...I've got to put her in the past and MOVE ON...tears shall never fall for her again "
"negative","I have tooo much to do to be sick "
"negative","@MauricedaMonsta me too...i love to shop and now that i can't i'm itching baddd...fuckin recession "
"negative","I hate my couch. I slammed my ear on it and it hurt  stupid industrial why do you hurt?!"
"negative","guys, can you imagine if film crews ran the world? THAT WOULD BE SO WEIRD. "
"negative","I love my new bed &lt;3 off to school now "
"negative","@Jamerichin Lol yes we aree  haha"
"negative","@skishua I know  &lt;3 when your online on skype again no matter what time it is &gt;&lt;"
"negative","@officialnjonas Hey nick I wish I could see you in dallas but I can't  I live in London. Buying your album on June 15th!"
"negative","@pursebuzz sadly no makeup today because I have a weird eye thing I think needs to go away before I try to put on makeup. "
"negative","Good morning tweeties! Wow, bummer about David Carradine. I used to watch Kung Fu all the time when I was a kid. "
"negative","I MISS MY CRUSH CALVIN I AM CRYING    "
"negative","@EricMillegan Wish you would be back on t.v.  Really miss you on Bones! "
"negative","Tedrick is back from his Gay Booty Pagent experience in Houston - hmmmmm he tired and GRUMPY.... it aint pretty!  "
"negative","why are there so many scams on the internet it makes me sad "
"negative","I dunno why I even bother to do my hair in this country. completely useless! "
"negative","@chrismb Ah, I'm so jealous! @iGuido85 I'm in the same boat as you. My contract doesn't end until Feb. so I might just skip this model "
"negative","so worried about little bro "
"negative","Did a 5 mile bike ride yesterday, will do the same today, then more JAVA GUI...and the rains come back "
"negative","Naps always seem like a much better idea at the time than they do later when it's after midnight and I'm not very tired.  #fb"
