RA1	RA2	RC1	RC2	WO1	WO2	CC1	CC2	CC3	CC4	DM1	DM2	SS1	SS2	PS1	PS2	SE1	SE2	SE3	ELC1	ELC2	ELC3	ELC4	ELC5	EE1	EE2	EE3	DP1	DP2	PA1	PA2	PA3
1.33	1	4.67	3	2	1	3.67	2.67	3.67	4	4.67	5.5	4.67	5.5	5.67	5.5	4	3.25	4	2.8	3.5	1.8	2	1.6	2	1.33	1.33	1	1	7	6.5	7
2.67	3	4.67	5	4.67	3	2.67	2.67	2.67	3	3.67	3	4	3.5	6	5.5	4	4	4	2.8	2.75	3.6	2	3	4.67	4.67	5	3.67	3	5	4	3.67
2.33	2	2.33	4	3.67	4	3.67	3	3.67	4	4.33	4.5	5	5	4.67	4.5	4	4	4	2.8	2.25	3.4	1.25	1.8	5.67	5	4.33	2.67	2.5	5.33	5.5	6
2	2.5	3	3.5	3.67	4	3.33	3.67	3.67	3.5	4	4.5	5	4.5	4.33	4.5	3	3.75	3.67	3	3	2.2	2	3	4.33	4	4.67	2.67	2	5.67	6	6.33
4	3.5	3.67	4	3.33	3.5	3.67	3.33	3	4	5	3.5	4	5.5	5.33	5.5	3	3	3	2.4	2.5	2.4	2	2	1.67	2	1.33	1	1	6	6.5	6.33
1.67	1.5	1.67	2	2	2	3	2	3	2	4	5	5	5	4.67	5	4	4	3.33	2	3.5	1.6	1.5	1.6	4.67	3.33	3.67	2	1.5	6.33	7	7
2.67	3	3.67	3.5	4	3.5	3	2.33	2.67	3.5	3.33	4	3.33	4	3.33	4	3	1.75	2.67	2.6	3.5	2.6	2.75	3	3.33	4	3.67	3	1.5	5.67	5.5	5.67
1.33	1	3	3	5	4	2.67	2	3.67	3.5	4.67	6	5.33	6	5.33	5	4	4	3.33	3.2	3.25	2.4	2.75	1.8	2.67	1.33	2	2.33	1	7	7	7
4	5.5	5.33	3.5	6	3.5	1	1.33	2.33	1.5	2.33	2.5	1.67	2	2	3	3.67	3.75	3.33	3	3.5	3.6	3	2.4	5	4	4	2.67	1.5	5	6	6.67
2	2.5	4	6	3.67	3.5	3	3	3.67	3	3.33	4	5.67	5	3.33	3	3.33	3.75	3.33	2.2	3.25	2.8	2.75	2.6	2.33	3	3.33	1	1	5.67	7	5.67
4	1.5	1	4	1	2.5	3	2.67	2.33	3.5	4.33	1	5.33	5.5	5.67	5	3	3.5	3.67	2.6	2	3	1	1.4	2.67	3.67	2.33	1	1	5	7	7
1.33	1.5	1.33	4	4.33	2.5	2.67	2	3	3	4	5	3.67	4.5	5.67	5.5	4	4	4	2.6	3.25	2.4	1.75	3.6	4.33	5	3.67	2.67	1	6.67	6	6.67
1	1	1	1	2	1	3.33	3	3.33	4	5.67	6	6	6	5	5.5	3.67	4	4	2	2.25	3.2	2	1.8	2	2.33	1.67	1.33	1	6.67	6.5	7
2.33	2	2.67	3	3	2	3.33	3.33	3.33	3.5	4.33	5	6	6	5.67	5.5	3.67	4	3.67	3.2	3.5	3.2	2.75	3	4.33	4.33	4	2.33	1	6.67	7	6.33
1.67	1	1.33	2	2	1.5	3	3	3.33	4	3.33	5.5	5.67	5	5	5	3.33	4	3	2.8	2.25	2.2	3.5	1.6	3	2	2.33	2.33	1.5	6.67	4	6.33
3.33	3	2.67	4	4.33	3	2.67	2	2.67	3.5	3.33	3.5	4.33	4	5	4	3	3.5	3.33	3.2	4	3	2.75	2	3.67	3.67	5.33	3.33	3.5	5.67	5	6.33
2	2.5	5	4.5	4	3.5	2.67	2.33	2.33	3.5	2	2	2.33	1.5	4.67	3.5	3.33	3.5	3.33	3.8	3	3	2.75	3.2	4.67	4.67	4.33	1.67	1.5	5.33	6	5.67
3	1.5	4.33	5	5	3.5	3.67	2.67	2.33	3.5	2	2.5	2.33	2	5	5.5	2.67	2	2.33	4	4.25	4.4	4	3	3.33	2.67	2.33	1	1	6.67	7	6.67
1	1.5	3	3.5	2.67	1.5	3.67	3.33	3.67	3.5	5.33	5	5.67	5	5.33	5	4	4	4	2.8	2.25	2	1.5	1.8	4.33	3.33	2.67	1.33	1	6.33	6.5	6.33
1	1	1	1	1.67	1.5	3.33	3.53	3	4	1.67	2.5	6	5.5	5.33	6	4	4	4	2.2	2.5	2.8	1.75	2.6	2.67	2	1.67	1.67	1	7	7	7
2.67	1	4.33	3	2	2	3	2.33	2.67	4	3.33	4.5	5	5.5	3.33	5	4	3.5	3.67	3	4.5	3.2	2.5	2.6	2.67	2.67	2	1.67	1	6.67	7	7
1	1	1	3	4	1	3.67	2	2.67	3	4.33	6	6	6	5.33	5.5	3.67	4	3.33	2.2	2.5	2.4	1.25	1.8	5.33	4.33	5	3.67	2	5.67	5.5	6.67
1.33	3	3	2.5	4.33	3.5	3	2.67	3.33	3.5	2	3	4	1.5	1.33	3.25	3.67	3.5	3.33	3.4	2.75	3	2.5	3	2.67	3.67	3.33	2.67	3	6	6.65	6
2.73	3	2.8	3.5	3.67	3	2.33	2	2.67	2.5	2.67	1.5	3.33	2.5	3	3	2.67	2.25	2	3.4	3	3.2	2.25	3	4.67	4	6	2.73	4	5.33	5.5	4.67
1.67	1	2.33	1.5	1.33	2	3.33	2.67	3.67	4	2.67	4.5	6	6	6	5.5	4	1.75	4	3.14	2.25	2.2	1.8	2.92	2	2	1.67	1.33	1	6.67	6	6.67
1.33	1	1.67	1	1	1	3.33	3	3.67	4	5.33	4	5.33	5.5	5.33	6	3.33	3.25	3.67	1.8	2	2	1	1.8	2.67	2.67	1.33	1	1	6.67	6.5	7
2.07	1.5	2.03	3.5	3.67	3.5	2	2.33	2.33	2	3.67	3.5	4.33	5	5.33	4	4	4	3.33	2.4	3.25	2.2	2.55	2.6	5.67	5.33	6.67	4	3	4.67	5.5	5.33
2.67	2	2.67	2	1.67	1.5	4	3	3.33	4	4.67	5.5	4	4	4	5	3.67	4	4	2	2	2.2	2.55	1.4	3.67	4	2.33	2.67	2	5.67	6.5	5.33
2.67	2	3.67	2	3.33	2.5	2.67	2	2.67	3.5	4	3.5	5	4	5.67	6	3.67	4	3.33	2	3.5	3.8	3.25	2.2	4.67	4.67	3.67	4.33	4	4	4.5	4.67
1	1	2.67	1	2.67	1	2.67	2	2.33	2.5	4.33	6	6	6	6	4.5	3.67	3.5	4	1.8	3	2.2	1	2	3	4	4.67	1.67	2	6	6.5	6.33
3	3	3.33	3	2.67	2.5	2.33	1.67	2.63	2	3.33	3.5	4	4	4	4	3	3	3	3.2	3	2.8	2.75	3	2	3.33	3	2	1.5	6	6	6
2.67	4	2.67	3.5	3.67	3.5	3	2.33	3	1.5	4	3	3.67	4	4	3	3.67	3.75	3	3.2	2.75	2.6	2.25	2.2	3.67	2.67	3	2.67	2	3.67	4.5	4.33
2.67	2	3.67	4.5	3.33	2	3	3	4	2.5	4	5.5	5.67	6	5.33	5.5	3.67	4	4	2.6	2.75	3	2.25	2.4	4.67	4	3.67	2.33	2.5	5.67	6.5	7
2.67	2.5	2.67	3	3.33	3	3.33	2.33	2.67	3	3.67	3.5	4	4	4.33	3.5	3	2.5	2.33	2.8	2.5	2.8	2.5	3	4	4	2.67	3.67	3	5.33	5	5.33
1.33	1.5	2	2.5	2.33	1.5	3	3.2	3.3	3.65	4.67	5.5	5.67	5.5	5	3.5	3.33	4	3.33	2.8	2.5	2.8	1.75	2.2	4	3.67	3.33	3	2.5	4.67	4.5	4.67
1.33	1	1.67	2.5	2.67	2	2.33	2	3	3	3	6	6	6	6	5.5	4	4	4	2.4	3	2	1.75	1.8	3	2.67	1.67	2.67	2	6.33	4.5	6
2	1.5	2.33	2	4.33	3	2.67	2.67	2.67	2.5	3.33	4.5	4.67	4.5	4	4.5	3.67	3.5	3.67	3.4	2.75	3.2	2.5	2.4	6.67	5.67	5.67	1	1	6.33	6.5	7
1	1	2.33	3	2	1	3.67	3.67	4	4	5.33	4.5	6	6	6	6	4	4	4	2.8	2.5	2.8	2.5	2.6	1.67	2	1	1	1	7	6.5	7
2	1.5	2	3	2.33	1.5	3.33	3	3.33	3	5	4	4	4.5	5	4.5	4	4	4	2.6	3.25	2.2	2	2	2.67	3.33	2	2.33	2	6	6	6.33
1.33	1.5	1.67	1.5	1.67	1	2.33	3.33	2	3.5	3	5.5	4.67	6	3.67	4.5	3.67	4	3.67	1.6	1.75	2.6	1.5	1.8	4	3	2	3	1	6.67	7	6.67
3	4	4.67	6	5.33	3	1.67	1.67	2	2.5	5	5.5	5.33	4.5	5.33	5.5	3.67	3.5	3	3	3.75	3.2	3.25	3	5	5.67	5.67	4	6	4.67	4	4.67
4.33	2.5	3	4.5	4.33	2.25	2.67	2.67	3.33	3.5	3	3.5	3	3	3.67	3.5	3.33	3	3.33	3	2.75	2.6	2	2.2	4.67	3.33	3.33	2	2	6.33	5.5	6
2.67	4.5	2.67	3	2.67	2.5	3	3	3	3.5	2.67	4.5	5.33	4.5	4.33	4.5	2.67	2.25	2	2.6	3.25	2.4	3.75	2.2	4.33	4.33	5	3	3.5	3.33	5.5	4.67
2.33	2.5	3.33	4	4.33	5	3	2.33	2.67	3	3.33	4	4	4	4.67	5	3	3	2.67	2.4	2.75	2.6	2.75	2.4	5.67	6	5.67	2.67	2	5.67	5.5	6
2.67	3	3.67	4	4.33	3	2.7	1.93	2.23	3.15	3.67	2.5	3	3	3.67	4	4	4	4	1.6	2.25	2	2.25	2.2	4.33	3	2.33	1	1	6.33	7	7
1	1	1.67	4	4.33	5	3	2.33	2.67	3.5	4	6	6	6	5.33	6	2.33	3.25	2.33	3.8	3	3	2.25	2.8	6.33	6.67	6	3	5	4.67	4.5	4.67
1.67	2	1.67	1.5	2.67	1	2.67	2.67	3.33	3	3.67	5.5	5	5.5	3.67	3.5	3.33	3	3	3	3.5	3.4	3	3	5	4.67	4.67	3.33	1	6.33	6	5.67
3	3.5	4.67	6	5.33	4.5	3.33	2.33	2.67	2.5	4.67	4	4	3	4.67	5	3.67	3.5	2.67	4.2	2.75	3.6	2.5	3.4	5.67	4	5	2.67	1.5	5	6.5	5.93
3.33	3	3	4	5	2.5	2.67	2.67	3.33	3.5	3.33	4	3.67	4.5	3	4	2.67	2.75	2.67	2.8	3.25	2.8	2.75	2	6.67	5	4.67	4.67	4	5.33	5.5	4.67
2.33	1	1	1	1.67	1	3	3.67	4	3.5	3	6	6	6	6	6	3.67	4	4	2	2.25	2.8	1.5	1.6	4	4.33	4.33	1	1	6.33	7	7
1	1	4	1.5	1.67	1.5	3.67	2.67	3.67	3.5	4.67	6	6	6	5	6	4	4	4	2.6	4.25	3.2	2.25	2.6	1.33	1	1.33	1.33	1	7	7	7
2	1	2.67	1	2	1.5	3	3.33	3.33	4	5	6	5.67	6	5.67	5	4	4	4	2.6	3.25	2.4	2	2.4	2	2	1.67	1.67	1	6.33	6.5	6.67
3	4	4.33	2	2.67	1.5	2.33	2.33	3.67	3.5	2.33	3.5	3	3.5	4.67	4.5	3.33	4	3.67	2.8	2.75	2.4	2.75	2.6	2.67	2.67	2	2	1	6.67	7	7
2	1.5	3.33	1.5	3	2	2.33	2.33	2.67	3.5	3.67	6	6	6	6	6	4	4	4	2.8	2.75	3.6	2.75	2.4	3	2.67	2.33	2	3	6	6	6.33
2.67	3.5	4.33	5	3.67	2.5	2.67	2.67	3	3	2	2	2	2.5	4.33	4.5	4	4	3.67	3.2	2.75	2.6	2.25	2.6	5.67	5.33	3.67	3.67	2.5	6.33	6	6.33
1.33	1	1	3.5	3.33	1	3	2.67	3.33	4	5.67	5.5	5.67	6	6	6	3.33	3.25	3	1.2	1.75	2	1.75	1.4	2.33	2.33	2	1	1	7	7	7
2.67	2.5	2.53	2	2.67	3	3	3.67	3.67	3	2	1	1.33	1.5	4	4	4	3.25	3.33	3.42	2.5	3.2	3.05	2.8	4.67	5.33	5.67	1.67	1.6	4	5	4.67
