partno,trialcode,latency,response
402120.628472222222222120,real20,2159,6
402120.628472222222222120,real5,1896,10
402120.628472222222222120,real40,3591,10
402120.628472222222222120,real22,1176,10
402120.628472222222222120,real25,2124,8
402120.628472222222222120,real9,7565,9
402120.628472222222222120,real53,2651,8
402120.628472222222222120,real60,3963,5
402120.628472222222222120,real92,1349,10
402120.628472222222222120,real91,2444,5
402120.628472222222222120,real8,7356,7
402120.628472222222222120,real4,1467,10
402120.628472222222222120,real49,1236,10
402120.628472222222222120,real31,1338,9
402120.628472222222222120,real55,1296,10
402120.628472222222222120,real14,1415,10
402120.628472222222222120,real42,1666,7
402120.628472222222222120,real50,1093,10
402120.628472222222222120,real12,1221,10
402120.628472222222222120,real11,2519,8
402120.628472222222222120,real65,2324,3
402120.628472222222222120,real95,1819,10
402120.628472222222222120,real52,2420,3
402120.628472222222222120,real78,6965,8
402120.628472222222222120,real81,1764,10
402120.628472222222222120,real76,5121,1
402120.628472222222222120,real45,3011,9
402120.628472222222222120,real29,2308,10
402120.628472222222222120,real83,7746,9
402120.628472222222222120,real51,1055,10
402120.628472222222222120,real74,784,10
402120.628472222222222120,real1,2564,7
402120.628472222222222120,real63,1687,10
402120.628472222222222120,real41,8674,6
402120.628472222222222120,real57,2771,8
402120.628472222222222120,real70,1846,7
402120.628472222222222120,real10,3255,1
402120.628472222222222120,real28,2404,7
402120.628472222222222120,real27,11437,10
402120.628472222222222120,real84,1852,9
402120.628472222222222120,real87,1741,10
402120.628472222222222120,real2,3048,4
402120.628472222222222120,real3,2712,3
402120.628472222222222120,real21,5301,9
402120.628472222222222120,real23,3152,5
402120.628472222222222120,real96,3629,4
402120.628472222222222120,real46,1741,10
402120.628472222222222120,real47,1530,10
402120.628472222222222120,real85,2136,9
402120.6381944444444441,real33,6150,7
402120.6381944444444441,real35,8086,9
402120.6381944444444441,real79,3719,3
402120.6381944444444441,real18,5507,7
402120.6381944444444441,real24,5132,8
402120.6381944444444441,real54,3278,5
402120.6381944444444441,real48,2780,3
402120.6381944444444441,real6,1823,8
402120.6381944444444441,real7,7337,7
402120.6381944444444441,real68,2969,8
402120.6381944444444441,real38,4020,5
402120.6381944444444441,real58,4676,9
402120.6381944444444441,real86,9124,2
402120.6381944444444441,real17,15370,5
402120.6381944444444441,real71,2440,9
402120.6381944444444441,real66,4752,7
402120.6381944444444441,real19,3865,9
402120.6381944444444441,real67,6542,9
402120.6381944444444441,real32,3334,4
402120.6381944444444441,real43,2898,4
402120.6381944444444441,real93,6244,7
402120.6381944444444441,real15,7744,1
402120.6381944444444441,real16,4678,1
402120.6381944444444441,real61,1883,9
402120.6381944444444441,real44,9098,5
402120.6381944444444441,real88,4905,8
402120.6381944444444441,real69,5884,2
402120.6381944444444441,real34,3087,10
402120.6381944444444441,real13,3404,8
402120.6381944444444441,real56,7085,9
402120.6381944444444441,real80,2006,10
402120.6381944444444441,real36,8184,1
402120.6381944444444441,real62,6865,9
402120.6381944444444441,real75,4036,8
402120.6381944444444441,real39,3171,7
402120.6381944444444441,real26,3445,3
402120.6381944444444441,real37,4193,8
402120.6381944444444441,real90,4714,2
402120.6381944444444441,real72,2229,2
402120.6381944444444441,real30,3150,9
402120.6381944444444441,real77,3124,7
402120.6381944444444441,real59,3536,4
402120.6381944444444441,real73,2508,8
402120.6381944444444441,real89,2729,10
402120.6381944444444441,real82,3604,2
402120.6381944444444441,real94,3276,6
402120.6381944444444441,real64,3346,10
402120.6381944444444441,real20,3453,3
402120.6381944444444441,real5,2595,10
402120.6381944444444441,real40,3333,7
402120.6381944444444441,real22,4897,3
402120.6381944444444441,real25,4612,5
402120.6381944444444441,real9,5217,9
402120.6381944444444441,real53,3295,1
402120.6381944444444441,real60,4245,7
402120.6381944444444441,real92,3235,9
402120.6381944444444441,real91,4812,3
402120.6381944444444441,real8,5155,1
402120.6381944444444441,real4,2963,9
402120.6381944444444441,real49,1942,10
402120.6381944444444441,real31,3776,5
402120.6381944444444441,real55,2258,9
402120.6381944444444441,real14,4617,8
402120.6381944444444441,real42,3809,5
402120.6381944444444441,real50,4056,9
402120.6381944444444441,real12,2110,10
402120.6381944444444441,real11,2780,5
402120.6381944444444441,real65,5718,4
402120.6381944444444441,real95,2608,10
402120.6381944444444441,real52,7409,3
402120.6381944444444441,real78,4437,2
402120.6381944444444441,real81,4395,9
402120.6381944444444441,real76,11403,3
402120.6381944444444441,real45,3812,6
402120.6381944444444441,real29,4636,8
402120.6381944444444441,real83,8338,8
402120.6381944444444441,real51,2418,5
402120.6381944444444441,real74,3067,8
402120.6381944444444441,real1,2802,9
402120.6381944444444441,real63,3044,3
402120.6381944444444441,real41,1941,8
402120.6381944444444441,real57,3626,9
402120.6381944444444441,real70,5946,5
402120.6381944444444441,real10,3130,2
402120.6381944444444441,real28,6139,9
402120.6381944444444441,real27,2804,3
402120.6381944444444441,real84,5013,6
402120.6381944444444441,real87,2523,8
402120.6381944444444441,real2,4036,4
402120.6381944444444441,real3,2493,2
402120.6381944444444441,real21,4874,7
402120.6381944444444441,real23,2949,10
402120.6381944444444441,real96,10697,2
402120.6381944444444441,real46,1991,8
402120.6381944444444441,real47,3897,9
402120.6381944444444441,real85,4270,3
402120.6520833333333332,real33,12955,6
402120.6520833333333332,real35,15331,5
402120.6520833333333332,real79,10459,3
402120.6520833333333332,real18,6386,9
402120.6520833333333332,real24,6703,8
402120.6520833333333332,real54,7241,7
402120.6520833333333332,real48,2124,8
402120.6520833333333332,real6,3737,10
402120.6520833333333332,real7,9315,8
402120.6520833333333332,real68,6610,7
402120.6520833333333332,real38,1982,9
402120.6520833333333332,real58,4826,8
402120.6520833333333332,real86,17057,8
402120.6520833333333332,real17,1537,9
402120.6520833333333332,real71,2687,9
402120.6520833333333332,real66,1796,9
402120.6520833333333332,real19,2071,10
402120.6520833333333332,real67,2846,9
402120.6520833333333332,real32,2654,8
402120.6520833333333332,real43,3821,8
402120.6520833333333332,real93,6004,8
402120.6520833333333332,real15,10642,7
402120.6520833333333332,real16,1906,8
402120.6520833333333332,real61,4208,9
402120.6520833333333332,real44,3966,8
402120.6520833333333332,real88,7472,7
402120.6520833333333332,real69,1514,9
402120.6520833333333332,real34,3223,10
402120.6520833333333332,real13,2330,10
402120.6520833333333332,real56,3439,10
402120.6520833333333332,real80,2742,10
402120.6520833333333332,real36,3714,9
402120.6520833333333332,real62,2538,10
402120.6520833333333332,real75,5534,9
402120.6520833333333332,real39,2095,9
402120.6520833333333332,real26,9821,8
402120.6520833333333332,real37,7234,9
402120.6520833333333332,real90,4454,9
402120.6520833333333332,real72,1868,10
402120.6520833333333332,real30,1644,10
402120.6520833333333332,real77,1425,10
402120.6520833333333332,real59,7731,9
402120.6520833333333332,real73,1170,10
402120.6520833333333332,real89,7198,9
402120.6520833333333332,real82,1766,9
402120.6520833333333332,real94,1171,10
402120.6520833333333332,real64,1631,10
402120.6520833333333332,real20,2665,10
402120.6520833333333332,real5,2847,10
402120.6520833333333332,real40,1519,10
402120.6520833333333332,real22,1901,10
402120.6520833333333332,real25,5300,7
402120.6520833333333332,real9,4906,8
402120.6520833333333332,real53,4837,7
402120.6520833333333332,real60,6307,8
402120.6520833333333332,real92,2076,10
402120.6520833333333332,real91,5846,9
402120.6520833333333332,real8,9842,8
402120.6520833333333332,real4,1715,9
402120.6520833333333332,real49,1817,10
402120.6520833333333332,real31,3322,8
402120.6520833333333332,real55,1310,10
402120.6520833333333332,real14,1853,10
402120.6520833333333332,real42,8917,8
402120.6520833333333332,real50,1107,10
402120.6520833333333332,real12,8570,9
402120.6520833333333332,real11,1487,10
402120.6520833333333332,real65,6462,7
402120.6520833333333332,real95,4304,10
402120.6520833333333332,real52,1350,9
402120.6520833333333332,real78,5284,7
402120.6520833333333332,real81,1463,10
402120.6520833333333332,real76,9649,8
402120.6520833333333332,real45,9530,7
402120.6520833333333332,real29,1695,10
402120.6520833333333332,real83,3702,8
402120.6520833333333332,real51,10163,9
402120.6520833333333332,real74,1319,10
402120.6520833333333332,real1,3484,6
402120.6520833333333332,real63,6761,8
402120.6520833333333332,real41,1275,10
402120.6520833333333332,real57,6659,10
402120.6520833333333332,real70,3222,10
402120.6520833333333332,real10,3638,5
402120.6520833333333332,real28,5841,10
402120.6520833333333332,real27,6485,8
402120.6520833333333332,real84,6688,8
402120.6520833333333332,real87,1186,10
402120.6520833333333332,real2,5211,7
402120.6520833333333332,real3,3306,8
402120.6520833333333332,real21,1630,10
402120.6520833333333332,real23,2976,10
402120.6520833333333332,real96,7956,7
402120.6520833333333332,real46,2418,10
402120.6520833333333332,real47,1332,9
402120.6520833333333332,real85,2722,10
402120.67291666666666717,real33,6902,6
402120.67291666666666717,real35,5127,7
402120.67291666666666717,real79,6345,5
402120.67291666666666717,real18,5865,7
402120.67291666666666717,real24,5927,6
402120.67291666666666717,real54,3720,5
402120.67291666666666717,real48,3396,8
402120.67291666666666717,real6,3285,10
402120.67291666666666717,real7,4490,5
402120.67291666666666717,real68,2918,4
402120.67291666666666717,real38,2779,7
402120.67291666666666717,real58,4661,7
402120.67291666666666717,real86,3992,8
402120.67291666666666717,real17,4840,8
402120.67291666666666717,real71,3838,9
402120.67291666666666717,real66,4180,6
402120.67291666666666717,real19,2270,9
402120.67291666666666717,real67,4413,6
402120.67291666666666717,real32,2708,7
402120.67291666666666717,real43,2881,7
402120.67291666666666717,real93,4508,7
402120.67291666666666717,real15,6728,5
402120.67291666666666717,real16,4056,7
402120.67291666666666717,real61,2181,10
402120.67291666666666717,real44,3176,5
402120.67291666666666717,real88,2154,7
402120.67291666666666717,real69,3126,7
402120.67291666666666717,real34,3098,8
402120.67291666666666717,real13,5145,6
402120.67291666666666717,real56,1834,8
402120.67291666666666717,real80,6003,8
402120.67291666666666717,real36,4386,5
402120.67291666666666717,real62,3794,8
402120.67291666666666717,real75,2523,9
402120.67291666666666717,real39,2840,8
402120.67291666666666717,real26,2208,9
402120.67291666666666717,real37,2896,7
402120.67291666666666717,real90,2982,5
402120.67291666666666717,real72,2888,7
402120.67291666666666717,real30,2894,9
402120.67291666666666717,real77,2990,7
402120.67291666666666717,real59,5095,4
402120.67291666666666717,real73,2234,10
402120.67291666666666717,real89,1868,7
402120.67291666666666717,real82,5195,4
402120.67291666666666717,real94,2402,6
402120.67291666666666717,real64,6579,9
402120.67291666666666717,real20,3162,7
402120.67291666666666717,real5,2989,9
402120.67291666666666717,real40,3118,6
402120.67291666666666717,real22,4347,8
402120.67291666666666717,real25,2637,8
402120.67291666666666717,real9,5443,7
402120.67291666666666717,real53,4248,4
402120.67291666666666717,real60,6607,4
402120.67291666666666717,real92,2443,9
402120.67291666666666717,real91,3893,7
402120.67291666666666717,real8,4633,5
402120.67291666666666717,real4,1808,10
402120.67291666666666717,real49,3698,9
402120.67291666666666717,real31,5259,4
402120.67291666666666717,real55,3368,10
402120.67291666666666717,real14,2250,10
402120.67291666666666717,real42,2667,7
402120.67291666666666717,real50,1725,9
402120.67291666666666717,real12,4562,7
402120.67291666666666717,real11,2771,8
402120.67291666666666717,real65,4286,5
402120.67291666666666717,real95,2228,8
402120.67291666666666717,real52,3829,9
402120.67291666666666717,real78,3172,8
402120.67291666666666717,real81,5390,9
402120.67291666666666717,real76,4498,7
402120.67291666666666717,real45,2566,8
402120.67291666666666717,real29,2194,10
402120.67291666666666717,real83,2508,8
402120.67291666666666717,real51,4823,7
402120.67291666666666717,real74,2533,9
402120.67291666666666717,real1,1874,6
402120.67291666666666717,real63,3209,6
402120.67291666666666717,real41,1454,9
402120.67291666666666717,real57,3591,8
402120.67291666666666717,real70,2912,7
402120.67291666666666717,real10,4876,3
402120.67291666666666717,real28,3822,7
402120.67291666666666717,real27,2117,8
402120.67291666666666717,real84,4035,7
402120.67291666666666717,real87,1810,10
402120.67291666666666717,real2,2039,5
402120.67291666666666717,real3,6432,6
402120.67291666666666717,real21,3108,8
402120.67291666666666717,real23,2433,9
402120.67291666666666717,real96,5498,5
402120.67291666666666717,real46,3557,8
402120.67291666666666717,real47,2736,7
402120.67291666666666717,real85,1587,8
403120.43333333333333398445,real33,695,6
403120.43333333333333398445,real35,535,8
403120.43333333333333398445,real79,782,6
403120.43333333333333398445,real18,1138,8
403120.43333333333333398445,real24,4705,0
404120.37847222222222247845456,real33,666,5
404120.37847222222222247845456,real35,475,6
404120.37847222222222247845456,real79,332,3
404120.37847222222222247845456,real18,395,6
404120.37847222222222247845456,real24,3382,0
404120.451,real33,3836,0
404120.5645833333333331,real33,7163,7
404120.5645833333333331,real35,2842,9
404120.5645833333333331,real79,4849,6
404120.5645833333333331,real18,3295,9
404120.5645833333333331,real24,6189,10
404120.5645833333333331,real54,2044,10
404120.5645833333333331,real48,4452,5
404120.5645833333333331,real6,2106,9
404120.5645833333333331,real7,2708,9
404120.5645833333333331,real68,3081,9
404120.5645833333333331,real38,2335,9
404120.5645833333333331,real58,3931,9
404120.5645833333333331,real86,9634,7
404120.5645833333333331,real17,2884,8
404120.5645833333333331,real71,2498,10
404120.5645833333333331,real66,3144,6
404120.5645833333333331,real19,3025,9
404120.5645833333333331,real67,4441,9
404120.5645833333333331,real32,5183,5
404120.5645833333333331,real43,4726,8
404120.5645833333333331,real93,5292,6
404120.5645833333333331,real15,7279,4
404120.5645833333333331,real16,4913,7
404120.5645833333333331,real61,2964,10
404120.5645833333333331,real44,14081,3
404120.5645833333333331,real88,9220,7
404120.5645833333333331,real69,2326,10
404120.5645833333333331,real34,3347,9
404120.5645833333333331,real13,7129,7
404120.5645833333333331,real56,2177,9
404120.5645833333333331,real80,7420,8
404120.5645833333333331,real36,4936,6
404120.5645833333333331,real62,2245,10
404120.5645833333333331,real75,3645,10
404120.5645833333333331,real39,4540,9
404120.5645833333333331,real26,6926,8
404120.5645833333333331,real37,2278,9
404120.5645833333333331,real90,8741,6
404120.5645833333333331,real72,5995,7
404120.5645833333333331,real30,3097,9
404120.5645833333333331,real77,5541,7
404120.5645833333333331,real59,8718,8
404120.5645833333333331,real73,1892,8
404120.5645833333333331,real89,7275,8
404120.5645833333333331,real82,11608,9
404120.5645833333333331,real94,1921,10
404120.5645833333333331,real64,2542,10
404120.5645833333333331,real20,2978,7
404120.5645833333333331,real5,1950,9
404120.5645833333333331,real40,3331,9
404120.5645833333333331,real22,3095,8
404120.5645833333333331,real25,7932,6
404120.5645833333333331,real9,5021,10
404120.5645833333333331,real53,2883,6
404120.5645833333333331,real60,4458,6
404120.5645833333333331,real92,2023,8
404120.5645833333333331,real91,8503,8
404120.5645833333333331,real8,5863,6
404120.5645833333333331,real4,2323,8
404120.5645833333333331,real49,3896,10
404120.5645833333333331,real31,11778,9
404120.5645833333333331,real55,4100,9
404120.5645833333333331,real14,9776,9
404120.5645833333333331,real42,5203,5
404120.5645833333333331,real50,2280,9
404120.5645833333333331,real12,2311,10
404120.5645833333333331,real11,2717,9
404120.5645833333333331,real65,5106,8
404120.5645833333333331,real95,5755,7
404120.5645833333333331,real52,3180,9
404120.5645833333333331,real78,22277,7
404120.5645833333333331,real81,4207,8
404120.5645833333333331,real76,3614,9
404120.5645833333333331,real45,3493,7
404120.5645833333333331,real29,1722,9
404120.5645833333333331,real83,2464,10
404120.5645833333333331,real51,4572,8
404120.5645833333333331,real74,3020,10
404120.5645833333333331,real1,4652,9
404120.5645833333333331,real63,3130,7
404120.5645833333333331,real41,6553,9
404120.5645833333333331,real57,5657,6
404120.5645833333333331,real70,2597,8
404120.5645833333333331,real10,2815,3
404120.5645833333333331,real28,4346,8
404120.5645833333333331,real27,3700,7
404120.5645833333333331,real84,3017,4
404120.5645833333333331,real87,2186,8
404120.5645833333333331,real2,6985,6
404120.5645833333333331,real3,6439,2
404120.5645833333333331,real21,6387,4
404120.5645833333333331,real23,2298,9
404120.5645833333333331,real96,12334,4
404120.5645833333333331,real46,3608,8
404120.5645833333333331,real47,5904,6
404120.5645833333333331,real85,2243,8
402120.451388888888889456+456,real33,646,5
402120.451388888888889456+456,real35,421,4
402120.451388888888889456+456,real79,326,2
402120.451388888888889456+456,real18,244,5
402120.451388888888889456+456,real24,2295,0
404120.3777777777777783,real33,4836,6
404120.3777777777777783,real35,2718,5
404120.3777777777777783,real79,3051,3
404120.3777777777777783,real18,2571,7
404120.3777777777777783,real24,9429,4
404120.3777777777777783,real54,3085,6
404120.3777777777777783,real48,2405,5
404120.3777777777777783,real6,1761,9
404120.3777777777777783,real7,2605,6
404120.3777777777777783,real68,4057,5
404120.3777777777777783,real38,2711,7
404120.3777777777777783,real58,2393,8
404120.3777777777777783,real86,4175,6
404120.3777777777777783,real17,7012,6
404120.3777777777777783,real71,2137,8
404120.3777777777777783,real66,2479,6
404120.3777777777777783,real19,2415,9
404120.3777777777777783,real67,3029,8
404120.3777777777777783,real32,2208,6
404120.3777777777777783,real43,3005,7
404120.3777777777777783,real93,4707,8
404120.3777777777777783,real15,4373,6
404120.3777777777777783,real16,4064,5
404120.3777777777777783,real61,4365,9
404120.3777777777777783,real44,6453,8
404120.3777777777777783,real88,2625,7
404120.3777777777777783,real69,2075,8
404120.3777777777777783,real34,2782,9
404120.3777777777777783,real13,2398,5
404120.3777777777777783,real56,2345,8
404120.3777777777777783,real80,2314,7
404120.3777777777777783,real36,2333,4
404120.3777777777777783,real62,5025,6
404120.3777777777777783,real75,3904,9
404120.3777777777777783,real39,3717,5
404120.3777777777777783,real26,5652,6
404120.3777777777777783,real37,2352,5
404120.3777777777777783,real90,4265,4
404120.3777777777777783,real72,2070,7
404120.3777777777777783,real30,4271,8
404120.3777777777777783,real77,3114,8
404120.3777777777777783,real59,2679,3
404120.3777777777777783,real73,1908,9
404120.3777777777777783,real89,1884,9
404120.3777777777777783,real82,5563,4
404120.3777777777777783,real94,3705,4
404120.3777777777777783,real64,4861,7
404120.3777777777777783,real20,6117,6
404120.3777777777777783,real5,3929,9
404120.3777777777777783,real40,2924,9
404120.3777777777777783,real22,5872,5
404120.3777777777777783,real25,2677,4
404120.3777777777777783,real9,3906,8
404120.3777777777777783,real53,2462,2
404120.3777777777777783,real60,2656,9
404120.3777777777777783,real92,1359,9
404120.3777777777777783,real91,2613,2
404120.3777777777777783,real8,3668,7
404120.3777777777777783,real4,3336,9
404120.3777777777777783,real49,4481,9
404120.3777777777777783,real31,4142,4
404120.3777777777777783,real55,2251,8
404120.3777777777777783,real14,2641,6
404120.3777777777777783,real42,2373,3
404120.3777777777777783,real50,2829,8
404120.3777777777777783,real12,2599,7
404120.3777777777777783,real11,2787,3
404120.3777777777777783,real65,4221,7
404120.3777777777777783,real95,2837,8
404120.3777777777777783,real52,5762,6
404120.3777777777777783,real78,4953,5
404120.3777777777777783,real81,1899,9
404120.3777777777777783,real76,3598,6
404120.3777777777777783,real45,4820,4
404120.3777777777777783,real29,3588,9
404120.3777777777777783,real83,560,8
404120.3777777777777783,real51,7977,3
404120.3777777777777783,real74,2152,7
404120.3777777777777783,real1,3896,4
404120.3777777777777783,real63,5269,4
404120.3777777777777783,real41,3142,9
404120.3777777777777783,real57,3033,8
404120.3777777777777783,real70,3294,6
404120.3777777777777783,real10,4119,2
404120.3777777777777783,real28,5166,9
404120.3777777777777783,real27,3972,5
404120.3777777777777783,real84,4622,6
404120.3777777777777783,real87,3437,10
404120.3777777777777783,real2,10241,6
404120.3777777777777783,real3,4903,6
404120.3777777777777783,real21,2894,10
404120.3777777777777783,real23,4614,10
404120.3777777777777783,real96,3469,1
404120.3777777777777783,real46,2097,10
404120.3777777777777783,real47,3694,9
404120.3777777777777783,real85,2000,9
403120.437543,real33,6301,10
403120.437543,real35,8663,9
403120.437543,real79,3057,10
403120.437543,real18,7584,9
403120.437543,real24,3619,10
403120.437543,real54,10972,9
403120.437543,real48,9463,9
403120.437543,real6,3192,10
403120.437543,real7,9196,7
403120.437543,real68,4591,8
403120.437543,real38,4240,10
403120.437543,real58,5278,10
403120.437543,real86,3708,9
403120.437543,real17,4321,8
403120.437543,real71,2916,10
403120.437543,real66,3417,10
403120.437543,real19,2536,10
403120.437543,real67,4572,10
403120.437543,real32,5589,9
403120.437543,real43,4220,8
403120.437543,real93,9591,9
403120.437543,real15,4571,9
403120.437543,real16,10756,10
403120.437543,real61,2064,10
403120.437543,real44,5000,8
403120.437543,real88,9008,10
403120.437543,real69,4212,9
403120.437543,real34,11427,10
403120.437543,real13,6235,9
403120.437543,real56,8753,10
403120.437543,real80,2279,10
403120.437543,real36,8686,8
403120.437543,real62,4620,10
403120.437543,real75,5292,10
403120.437543,real39,3232,10
403120.437543,real26,4464,10
403120.437543,real37,8870,10
403120.437543,real90,4095,9
403120.437543,real72,6052,9
403120.437543,real30,5833,9
403120.437543,real77,2120,10
403120.437543,real59,4741,10
403120.437543,real73,3759,10
403120.437543,real89,4810,9
403120.437543,real82,7808,10
403120.437543,real94,2804,10
403120.437543,real64,2726,10
403120.437543,real20,14042,10
403120.437543,real5,2416,10
403120.437543,real40,3841,9
403120.437543,real22,4248,9
403120.437543,real25,2511,10
403120.437543,real9,2778,10
403120.437543,real53,5981,9
403120.437543,real60,6436,9
403120.437543,real92,2737,10
403120.437543,real91,15048,8
403120.437543,real8,8699,8
403120.437543,real4,2316,10
403120.437543,real49,2146,10
403120.437543,real31,4842,9
403120.437543,real55,2976,10
403120.437543,real14,4803,9
403120.437543,real42,4203,9
403120.437543,real50,4665,10
403120.437543,real12,4151,10
403120.437543,real11,3042,10
403120.437543,real65,5633,9
403120.437543,real95,2083,10
403120.437543,real52,2243,10
403120.437543,real78,4659,8
403120.437543,real81,14449,10
403120.437543,real76,13896,7
403120.437543,real45,3988,9
403120.437543,real29,4524,9
403120.437543,real83,5151,10
403120.437543,real51,8873,9
403120.437543,real74,2523,9
403120.437543,real1,2664,10
403120.437543,real63,5151,10
403120.437543,real41,7784,9
403120.437543,real57,2885,10
403120.437543,real70,15771,9
403120.437543,real10,12577,5
403120.437543,real28,4012,8
403120.437543,real27,5997,9
403120.437543,real84,2027,10
403120.437543,real87,4517,9
403120.437543,real2,9257,7
403120.437543,real3,16026,6
403120.437543,real21,10943,8
403120.437543,real23,2611,10
403120.437543,real96,4531,7
403120.437543,real46,1895,9
403120.437543,real47,2038,10
403120.437543,real85,3054,10
409120.4895833333333334,real33,12648,6
409120.4895833333333334,real35,11805,7
409120.4895833333333334,real79,15765,8
409120.4895833333333334,real18,3803,9
409120.4895833333333334,real24,6876,7
409120.4895833333333334,real54,17134,10
409120.4895833333333334,real48,4843,9
409120.4895833333333334,real6,3937,10
409120.4895833333333334,real7,4600,8
409120.4895833333333334,real68,8064,8
409120.4895833333333334,real38,3145,9
409120.4895833333333334,real58,4317,8
409120.4895833333333334,real86,3582,8
409120.4895833333333334,real17,3368,9
409120.4895833333333334,real71,3498,10
409120.4895833333333334,real66,10191,8
409120.4895833333333334,real19,4223,10
409120.4895833333333334,real67,4214,10
409120.4895833333333334,real32,4974,9
409120.4895833333333334,real43,13005,4
409120.4895833333333334,real93,5884,6
409120.4895833333333334,real15,13519,7
409120.4895833333333334,real16,6497,4
409120.4895833333333334,real61,3515,9
409120.4895833333333334,real44,8005,4
409120.4895833333333334,real88,5281,8
409120.4895833333333334,real69,4925,7
409120.4895833333333334,real34,9438,9
409120.4895833333333334,real13,10374,8
409120.4895833333333334,real56,8097,9
409120.4895833333333334,real80,6369,7
409120.4895833333333334,real36,6784,5
409120.4895833333333334,real62,3983,8
409120.4895833333333334,real75,2688,9
409120.4895833333333334,real39,7438,9
409120.4895833333333334,real26,8066,5
409120.4895833333333334,real37,5847,8
409120.4895833333333334,real90,8363,7
409120.4895833333333334,real72,5481,8
409120.4895833333333334,real30,3556,10
409120.4895833333333334,real77,8680,9
409120.4895833333333334,real59,8336,8
409120.4895833333333334,real73,3630,9
409120.4895833333333334,real89,6102,8
409120.4895833333333334,real82,7813,7
409120.4895833333333334,real94,4352,7
409120.4895833333333334,real64,9034,8
409120.4895833333333334,real20,4084,10
409120.4895833333333334,real5,4713,10
409120.4895833333333334,real40,4813,9
409120.4895833333333334,real22,3819,7
409120.4895833333333334,real25,4803,8
409120.4895833333333334,real9,5368,8
409120.4895833333333334,real53,5449,3
409120.4895833333333334,real60,8502,2
409120.4895833333333334,real92,2886,10
409120.4895833333333334,real91,6341,7
409120.4895833333333334,real8,7444,2
409120.4895833333333334,real4,2584,10
409120.4895833333333334,real49,2162,9
409120.4895833333333334,real31,9487,2
409120.4895833333333334,real55,2638,10
409120.4895833333333334,real14,2774,10
409120.4895833333333334,real42,4809,3
409120.4895833333333334,real50,1908,10
409120.4895833333333334,real12,5618,9
409120.4895833333333334,real11,9792,5
409120.4895833333333334,real65,8346,6
409120.4895833333333334,real95,3593,9
409120.4895833333333334,real52,1922,8
409120.4895833333333334,real78,8071,8
409120.4895833333333334,real81,3921,10
409120.4895833333333334,real76,16232,7
409120.4895833333333334,real45,2635,7
409120.4895833333333334,real29,2108,9
409120.4895833333333334,real83,7721,3
409120.4895833333333334,real51,5466,4
409120.4895833333333334,real74,5222,9
409120.4895833333333334,real1,2956,7
409120.4895833333333334,real63,4039,8
409120.4895833333333334,real41,2181,9
409120.4895833333333334,real57,2128,9
409120.4895833333333334,real70,10933,5
409120.4895833333333334,real10,6224,2
409120.4895833333333334,real28,6208,4
409120.4895833333333334,real27,5301,4
409120.4895833333333334,real84,3216,9
409120.4895833333333334,real87,3369,10
409120.4895833333333334,real2,5925,7
409120.4895833333333334,real3,6718,4
409120.4895833333333334,real21,1703,9
409120.4895833333333334,real23,6749,7
409120.4895833333333334,real96,6192,3
409120.4895833333333334,real46,1991,9
409120.4895833333333334,real47,5737,6
409120.4895833333333334,real85,4842,4
409120.5673611111111111,real33,8954,4
409120.5673611111111111,real35,4263,5
409120.5673611111111111,real79,2653,3
409120.5673611111111111,real18,3972,10
409120.5673611111111111,real24,6093,10
409120.5673611111111111,real54,4040,7
409120.5673611111111111,real48,2886,8
409120.5673611111111111,real6,2556,10
409120.5673611111111111,real7,4946,8
409120.5673611111111111,real68,3524,9
409120.5673611111111111,real38,3583,9
409120.5673611111111111,real58,3025,10
409120.5673611111111111,real86,3876,9
409120.5673611111111111,real17,1849,9
409120.5673611111111111,real71,2650,10
409120.5673611111111111,real66,2714,9
409120.5673611111111111,real19,3004,10
409120.5673611111111111,real67,2469,9
409120.5673611111111111,real32,7604,8
409120.5673611111111111,real43,1960,9
409120.5673611111111111,real93,5688,8
409120.5673611111111111,real15,4395,7
409120.5673611111111111,real16,2243,9
409120.5673611111111111,real61,1556,10
409120.5673611111111111,real44,2250,9
409120.5673611111111111,real88,2466,7
409120.5673611111111111,real69,2090,6
409120.5673611111111111,real34,2616,10
409120.5673611111111111,real13,3101,4
409120.5673611111111111,real56,2162,9
409120.5673611111111111,real80,8166,7
409120.5673611111111111,real36,1795,8
409120.5673611111111111,real62,2089,10
409120.5673611111111111,real75,1984,10
409120.5673611111111111,real39,3403,8
409120.5673611111111111,real26,4307,9
409120.5673611111111111,real37,2467,10
409120.5673611111111111,real90,1859,9
409120.5673611111111111,real72,2259,8
409120.5673611111111111,real30,2931,10
409120.5673611111111111,real77,3692,9
409120.5673611111111111,real59,3569,5
409120.5673611111111111,real73,2660,10
409120.5673611111111111,real89,14842,10
409120.5673611111111111,real82,1727,8
409120.5673611111111111,real94,2605,10
409120.5673611111111111,real64,1342,9
409120.5673611111111111,real20,4012,8
409120.5673611111111111,real5,1530,10
409120.5673611111111111,real40,2407,9
409120.5673611111111111,real22,2569,7
409120.5673611111111111,real25,1951,8
409120.5673611111111111,real9,2298,9
409120.5673611111111111,real53,2727,5
409120.5673611111111111,real60,2220,10
409120.5673611111111111,real92,3733,8
409120.5673611111111111,real91,1859,7
409120.5673611111111111,real8,1491,8
409120.5673611111111111,real4,1890,10
409120.5673611111111111,real49,2769,6
409120.5673611111111111,real31,2859,8
